Name,Lat,Longt,AirTemp,RelativeHumidity,WindSpeed,Cluster
C3085_2005_8_29.n3,31.0412,-97.4642,0.7441860465116279,0.59,0.025,1
C3087_2005_8_29.n3,35.5987,-80.8888,0.7238372093023255,0.6275000000000001,0.0075,1
C3088_2005_8_29.n3,40.1775,-77.0403,0.7078488372093024,0.66,0.005,1
C3090_2005_8_29.n3,32.4252,-110.9928,0.8037790697674418,0.19,0.0425,3
C3094_2005_8_29.n3,41.87184,-73.0148,0.6468023255813954,1.0,0.0,2
C3097_2005_8_29.n3,34.5,-82.5,0.7209302325581395,0.77,0.0,1
C3101_2005_8_29.n3,41.7343,-71.4663,0.6729651162790697,0.885,0.005,2
C3104_2005_8_29.n3,47.7125,-122.23899999999999,0.624031007751938,0.5833333333333334,0.05666666666666667,1
C3109_2005_8_29.n3,37.5963,-122.0697,0.6642441860465116,0.5125,0.065,0
C3111_2005_8_29.n3,39.7537,-123.2072,0.7209302325581395,0.405,0.015,0
C3112_2005_8_29.n3,33.8,-84.3,0.7107558139534884,0.7175,0.005,1
C3115_2005_8_29.n3,37.934,-80.16,0.6976744186046512,0.675,0.0,1
C3116_2005_8_29.n3,35.55583,-78.72757,0.747093023255814,0.5125,0.0,0
C3118_2005_8_29.n3,35.7347,-81.5945,0.7078488372093024,0.7375,0.0,1
C3125_2005_8_29.n3,39.8122,-94.8178,0.7296511627906976,0.59,0.0,1
C3126_2005_8_29.n3,46.2732,-119.3625,0.7805232558139534,0.18,0.075,3
C3130_2005_8_29.n3,37.8938,-122.1638,0.7281976744186046,0.2125,0.01,3
C3132_2005_8_29.n3,47.6137,-122.0458,0.6724806201550387,0.5133333333333334,0.01,0
C3134_2005_8_29.n3,45.0942,-76.118,0.6991279069767442,0.5275,0.035,0
C3138_2005_8_29.n3,42.1995,-85.48,0.7034883720930233,0.495,0.0,0
C3139_2005_8_29.n3,37.7375,-121.0462,0.7979651162790697,0.3075,0.0,3
C3145_2005_8_29.n3,35.1937,-114.0175,0.7994186046511628,0.1,0.04,3
C3146_2005_8_29.n3,29.6882,-98.51526,0.7616279069767441,0.38,0.02,0
C3148_2005_8_29.n3,18.11,-66.16,0.7354651162790697,0.58,0.0175,1
C3151_2005_8_29.n3,35.2674,-82.4456,0.6802325581395349,0.75,0.0,1
C3152_2005_8_29.n3,29.4492,-82.0395,0.7296511627906976,0.7275,0.0,1
C3157_2005_8_29.n3,40.343,-75.6833,0.6569767441860465,0.895,0.01,2
C3160_2005_8_29.n3,43.2989,-76.1424,0.7180232558139534,0.5725,0.01,1
C3164_2005_8_29.n3,39.9783,-83.122,0.7848837209302325,0.1975,0.0075,3
C3167_2005_8_29.n3,38.7838,-77.352,0.7034883720930233,0.8,0.0,2
C3168_2005_8_29.n3,36.633,-79.8663,0.7296511627906976,0.61,0.0,1
C3169_2005_8_29.n3,38.1553,-85.47991,0.6453488372093024,0.92,0.01,2
C3171_2005_8_29.n3,48.433,-119.5212,0.7340116279069767,0.20500000000000002,0.0275,3
C3172_2005_8_29.n3,26.2162,-98.3017,0.7877906976744186,0.47250000000000003,0.06,0
C3174_2005_8_29.n3,20.2367,-155.8303,0.6773255813953488,0.775,0.0775,2
C3178_2005_8_29.n3,36.272,-115.2483,0.8299418604651162,0.1125,0.0425,3
C3181_2005_8_29.n3,26.4953,-82.0822,0.7369186046511628,0.7275,0.0475,1
C3183_2005_8_29.n3,38.4947,-121.3755,0.7906976744186046,0.1,0.06,3
C3186_2005_8_29.n3,47.6912,-122.2827,0.6031976744186046,0.735,0.045,1
C3189_2005_8_29.n3,41.462,-80.5012,0.6918604651162791,0.6900000000000001,0.0,1
C3191_2005_8_29.n3,18.36,-64.97,0.6957364341085271,0.6766666666666667,0.04666666666666667,1
C3194_2005_8_29.n3,33.9187,-114.0103,0.8488372093023255,0.13,0.02,3
C3195_2005_8_29.n3,37.69318,-108.7935,0.6918604651162791,0.14800000000000002,0.048,3
C3196_2005_8_29.n3,34.8563,-119.1805,0.6918604651162791,0.21,0.0,3
C3200_2005_8_29.n3,34.4347,-103.3188,0.6802325581395349,0.4925,0.0475,0
C3201_2005_8_29.n3,42.9205,-105.8463,0.7267441860465116,0.12,0.02,3
C3205_2005_8_29.n3,33.0403,-96.917,0.7601744186046511,0.455,0.0225,0
C3209_2005_8_29.n3,45.4867,-75.8795,0.7063953488372093,0.5,0.045,0
C3212_2005_8_29.n3,36.8383,-80.4533,0.6598837209302325,0.7725,0.0275,2
C3213_2005_8_29.n3,33.3755,-88.015,0.7354651162790697,0.725,0.0125,1
C3222_2005_8_29.n3,46.9738,-124.1547,0.5843023255813954,0.9075,0.015,2
C3223_2005_8_29.n3,39.1964,-84.7737,0.7383720930232558,0.4625,0.01,0
C3224_2005_8_29.n3,42.61411,-71.23068,0.686046511627907,0.665,0.0,1
C3229_2005_8_29.n3,34.0625,-102.5355,0.6976744186046512,0.47750000000000004,0.0275,0
C3230_2005_8_29.n3,41.3606,-81.8115,0.6918604651162791,0.4525,0.0,0
C3232_2005_8_29.n3,35.77599,-86.92464,0.6816860465116279,0.775,0.0375,2
C3234_2005_8_29.n3,38.8878,-107.9528,0.7049418604651163,0.2225,0.0125,3
C3243_2005_8_29.n3,41.0042,-92.4383,0.7209302325581395,0.41500000000000004,0.0,0
C3245_2005_8_29.n3,43.3665,-85.5537,0.6686046511627907,0.425,0.07,0
C3247_2005_8_29.n3,33.7117,-118.293,0.626453488372093,0.84,0.1375,2
C3250_2005_8_29.n3,42.9247,-112.467,0.7441860465116279,0.1575,0.005,3
C3255_2005_8_29.n3,44.4663,-119.5395,0.7834302325581395,0.07,0.06,3
C3257_2005_8_29.n3,39.0017,-97.6165,0.7063953488372093,0.615,0.005,1
C3258_2005_8_29.n3,37.0158,-79.2633,0.7325581395348837,0.545,0.0,0
C3261_2005_8_29.n3,43.6067,-110.7529,0.7369186046511628,0.0925,0.055,3
C3263_2005_8_29.n3,41.909,-71.4113,0.6816860465116279,0.48,0.025,0
C3266_2005_8_29.n3,27.4847,-81.7386,0.6918604651162791,0.875,0.02,2
C3273_2005_8_29.n3,38.9994,-87.6212,0.7209302325581395,0.58,0.0,1
C3274_2005_8_29.n3,42.5503,-83.5518,0.7063953488372093,0.505,0.0075,0
C3278_2005_8_29.n3,30.4558,-90.0703,0.686046511627907,0.8375,0.005,2
C3279_2005_8_29.n3,33.4382,-111.6223,0.8459302325581395,0.145,0.0175,3
C3282_2005_8_29.n3,32.3481,-80.893,0.7209302325581395,0.785,0.0025,2
C3285_2005_8_29.n3,35.07,138.15,0.7194767441860465,0.5,0.005,0
C3287_2005_8_29.n3,32.8148,-117.0531,0.7180232558139534,0.53,0.0075,0
C3289_2005_8_29.n3,38.2005,-90.4173,0.7267441860465116,0.5750000000000001,0.0,1
C3291_2005_8_29.n3,42.8417,-106.3112,0.7151162790697674,0.01,0.0275,3
C3294_2005_8_29.n3,51.375,-114.6667,0.6686046511627907,0.27,0.04,3
C3295_2005_8_29.n3,37.5113,-122.4873,0.5712209302325582,0.85,0.0,2
C3298_2005_8_29.n3,43.7978,-75.4638,0.6831395348837209,0.4975,0.0225,0
C3299_2005_8_29.n3,39.9338,-74.9282,0.7122093023255814,0.62,0.0,1
C3301_2005_8_29.n3,35.6328,-117.6908,0.8270348837209301,0.105,0.055,3
C3303_2005_8_29.n3,41.8472,-123.9772,0.6337209302325582,0.64,0.035,1
C3306_2005_8_29.n3,35.46404,-87.04144,0.6918604651162791,0.87,0.0,2
C3307_2005_8_29.n3,36.38197,-80.72033,0.7122093023255814,0.5775,0.02,1
C3308_2005_8_29.n3,32.2303,-80.9263,0.7063953488372093,0.8575,0.0,2
C3310_2005_8_29.n3,39.8142,-105.1772,0.7063953488372093,0.165,0.03,3
C3312_2005_8_29.n3,40.0962,-82.2817,0.6787790697674418,0.255,0.0,3
C3313_2005_8_29.n3,42.5287,-83.7955,0.7063953488372093,0.4825,0.03,0
C3315_2005_8_29.n3,42.2128,-74.4845,0.6046511627906976,0.965,0.005,2
C3319_2005_8_29.n3,44.8883,-92.9648,0.6540697674418604,0.6225,0.0,1
C3324_2005_8_29.n3,39.4517,-80.1619,0.7325581395348837,0.41500000000000004,0.0,0
C3329_2005_8_29.n3,27.7833,-82.3,0.6933139534883721,1.0,0.0425,2
C3332_2005_8_29.n3,41.702,-87.685,0.6816860465116279,0.59,0.025,1
C3335_2005_8_29.n3,40.7408,-73.2733,0.6816860465116279,0.8425,0.015,2
C3338_2005_8_29.n3,40.692,-105.0138,0.7252906976744186,0.21,0.015,3
C3340_2005_8_29.n3,40.6512,-73.6938,0.684593023255814,0.775,0.0275,2
C3343_2005_8_29.n3,42.8318,-73.8797,0.6540697674418604,0.885,0.0,2
C3344_2005_8_29.n3,34.0927,-83.875,0.7194767441860465,0.615,0.015,1
C3349_2005_8_29.n3,41.737,-70.001,0.6729651162790697,0.6475,0.0,1
C3353_2005_8_29.n3,45.107,-93.3755,0.6875,0.4,0.06,0
C3355_2005_8_29.n3,35.1042,-118.6563,0.7034883720930233,0.3,0.0,3
C3356_2005_8_29.n3,34.4979,-110.0745,0.7063953488372093,0.215,0.03,3
C3358_2005_8_29.n3,27.7262,-82.3472,0.7034883720930233,0.8125,0.0775,2
C3363_2005_8_29.n3,29.9483,-95.6397,0.7645348837209301,0.5225,0.025,0
C3366_2005_8_29.n3,35.9113,-78.6063,0.7281976744186046,0.6,0.0,1
C3367_2005_8_29.n3,27.9127,-82.2258,0.688953488372093,0.9175,0.03,2
C3372_2005_8_29.n3,37.96477,-80.30273,0.7093023255813954,0.65,0.0,1
C3375_2005_8_29.n3,48.8592,-122.594,0.5683139534883721,0.8300000000000001,0.02,2
C3379_2005_8_29.n3,40.4705,-88.9587,0.6918604651162791,0.54,0.03,0
C3385_2005_8_29.n3,20.9403,-156.6863,0.7034883720930233,0.67,0.02,1
C3388_2005_8_29.n3,39.9052,-76.0464,0.6918604651162791,0.6733333333333333,0.0,1
C3389_2005_8_29.n3,34.8708,-84.278,0.6962209302325582,0.7175,0.005,1
C3391_2005_8_29.n3,33.75,-116.9413,0.8066860465116279,0.1525,0.0225,3
C3397_2005_8_29.n3,39.2613,-76.9105,0.7107558139534884,0.7375,0.0,1
C3398_2005_8_29.n3,30.1967,-99.3038,0.7325581395348837,0.485,0.005,0
C3400_2005_8_29.n3,41.127,-101.715,0.7078488372093024,0.335,0.02,0
C3401_2005_8_29.n3,39.5312,-78.618,0.7093023255813954,0.6975,0.0,1
C3402_2005_8_29.n3,41.7372,-73.1878,0.6453488372093024,0.97,0.0,2
C3403_2005_8_29.n3,39.7537,-82.5683,0.7209302325581395,0.3,0.01,3
C3408_2005_8_29.n3,34.11985,-118.07838,0.751453488372093,0.35000000000000003,0.0,0
C3409_2005_8_29.n3,47.0877,-122.3185,0.6191860465116279,0.6225,0.1,1
C3410_2005_8_29.n3,40.02666,-98.0692,0.7281976744186046,0.4825,0.01,0
C3411_2005_8_29.n3,29.5731,-95.5781,0.7601744186046511,0.5025000000000001,0.035,0
C3413_2005_8_29.n3,45.6263,-121.2222,0.7063953488372093,0.35000000000000003,0.06,0
C3414_2005_8_29.n3,42.1487,-71.5251,0.6744186046511628,0.8025,0.0225,2
C3416_2005_8_29.n3,39.3422,-78.7567,0.7427325581395349,0.49,0.0175,0
C3417_2005_8_29.n3,40.0122,-105.0187,0.7296511627906976,0.1525,0.0225,3
C3421_2005_8_29.n3,47.3224,-91.2184,0.6395348837209303,0.6125,0.005,1
C3422_2005_8_29.n3,38.9642,-74.925,0.7078488372093024,0.6475,0.0275,1
C3424_2005_8_29.n3,34.2337,-111.3013,0.7034883720930233,0.305,0.005,0
C3427_2005_8_29.n3,37.9925,-121.8253,0.7688953488372092,0.23500000000000001,0.01,3
C3428_2005_8_29.n3,39.3372,-112.4683,0.7601744186046511,0.0975,0.02,3
C3429_2005_8_29.n3,39.6025,-86.2163,0.7325581395348837,0.42,0.0475,0
C3430_2005_8_29.n3,40.491,-111.921,0.7572674418604651,0.2,0.0125,3
C3434_2005_8_29.n3,30.4363,-90.2283,0.6744186046511628,0.97,0.02,2
C3440_2005_8_29.n3,46.1687,-122.9672,0.6090116279069767,0.705,0.015,1
C3441_2005_8_29.n3,29.6103,-98.2417,0.7906976744186046,0.3,0.05,3
C3442_2005_8_29.n3,45.533,-73.8167,0.7093023255813954,0.56,0.01,1
C3448_2005_8_29.n3,38.6497,-121.1478,0.7906976744186046,0.17250000000000001,0.005,3
C3450_2005_8_29.n3,35.36606,-119.12261,0.8081395348837209,0.2025,0.0475,3
C3452_2005_8_29.n3,38.8707,-76.364,0.7034883720930233,0.74,0.0225,1
C3453_2005_8_29.n3,45.5453,-122.8528,0.6453488372093024,0.6125,0.045,1
C3454_2005_8_29.n3,34.2142,-84.2797,0.7223837209302325,0.53,0.0,0
C3456_2005_8_29.n3,35.6385,-89.5422,0.7209302325581395,0.92,0.0075,2
C3459_2005_8_29.n3,40.1197,-102.7558,0.6482558139534884,0.5525,0.045,1
C3462_2005_8_29.n3,35.047,-82.1833,0.7136627906976744,0.6950000000000001,0.0,1
C3468_2005_8_29.n3,30.197,-97.9042,0.7427325581395349,0.5275,0.0125,0
C3476_2005_8_29.n3,44.25,-70.8825,0.622093023255814,0.9525,0.0,2
C3480_2005_8_29.n3,42.8472,-106.3082,0.7209302325581395,0.02,0.0,3
C3483_2005_8_29.n3,30.1787,-97.2537,0.7601744186046511,0.52,0.0025,0
C3484_2005_8_29.n3,35.104,-81.774,0.7340116279069767,0.62,0.0075,1
C3485_2005_8_29.n3,42.6583,-124.4083,0.6337209302325582,0.655,0.125,1
C3491_2005_8_29.n3,37.4833,-119.8333,0.7383720930232558,0.2425,0.0,3
C3494_2005_8_29.n3,44.8778,-93.4545,0.6816860465116279,0.47750000000000004,0.0325,0
C3500_2005_8_29.n3,33.9409,-78.2036,0.7122093023255814,0.7475,0.0,1
C3502_2005_8_29.n3,27.8677,-82.2408,0.686046511627907,0.9375,0.03,2
C3503_2005_8_29.n3,39.3855,-78.4917,0.7122093023255814,0.6575,0.0,1
C3504_2005_8_29.n3,39.3056,-78.6272,0.7151162790697674,0.5775,0.0025,1
C3507_2005_8_29.n3,46.8237,-124.1008,0.5799418604651163,0.9275,0.035,2
C3508_2005_8_29.n3,33.3432,-86.8201,0.7238372093023255,0.7175,0.0,1
C3510_2005_8_29.n3,40.2883,-75.25709,0.6758720930232558,0.8200000000000001,0.0,2
C3516_2005_8_29.n3,40.2667,-76.7983,0.688953488372093,0.615,0.0,1
C3518_2005_8_29.n3,33.34143,-97.30844,0.7398255813953488,0.5475,0.0525,0
C3521_2005_8_29.n3,43.3904,-70.7789,0.6395348837209303,0.86,0.0275,2
C3525_2005_8_29.n3,38.5825,-95.3806,0.7296511627906976,0.6975,0.0,1
C3527_2005_8_29.n3,42.5692,-71.4522,0.6656976744186046,0.8425,0.0,2
C3537_2005_8_29.n3,38.0837,-122.5685,0.7136627906976744,0.26,0.03,3
C3539_2005_8_29.n3,33.7605,-116.9838,0.811046511627907,0.1625,0.0275,3
C3549_2005_8_29.n3,36.1667,-115.2333,0.7994186046511628,1.0,0.035,2
C3550_2005_8_29.n3,34.23083,-110.0375,0.7383720930232558,0.6425,0.0,1
C3551_2005_8_29.n3,42.309,-85.67,0.6787790697674418,0.5325,0.01,0
C3556_2005_8_29.n3,38.8388,-90.7287,0.7572674418604651,0.4475,0.0075,0
C3560_2005_8_29.n3,43.4605,-71.748,0.627906976744186,0.9550000000000001,0.0075,2
C3563_2005_8_29.n3,37.6526,-76.4284,0.7063953488372093,0.7000000000000001,0.06,1
C3570_2005_8_29.n3,41.8038,-69.96,0.6686046511627907,0.7000000000000001,0.01,1
C3574_2005_8_29.n3,35.855,-96.9403,0.7616279069767441,0.47500000000000003,0.0,0
C3575_2005_8_29.n3,63.1733,-142.1232,0.5915697674418604,0.32,0.035,0
C3577_2005_8_29.n3,42.705,-71.4153,0.6758720930232558,0.795,0.0,2
C3578_2005_8_29.n3,38.4092,-122.3628,0.7456395348837209,1.0,0.01,2
C3580_2005_8_29.n3,45.465,-122.70919999999998,0.65,0.494,0.027999999999999997,0
C3583_2005_8_29.n3,43.47,-3.78,0.6191860465116279,0.9,0.0025,2
C3584_2005_8_29.n3,39.783,-75.7713,0.6763565891472868,0.8866666666666667,0.0,2
C3585_2005_8_29.n3,34.6267,-79.0158,0.7383720930232558,0.46,0.0,0
C3586_2005_8_29.n3,42.8695,-73.4082,0.6395348837209303,0.9925,0.0,2
C3588_2005_8_29.n3,32.6383,-117.0728,0.684593023255814,0.6625,0.0025,1
C3590_2005_8_29.n3,32.29033,-95.30933,0.7209302325581395,0.6525,0.0,1
C3594_2005_8_29.n3,39.387,-76.9358,0.7165697674418604,0.66,0.0,1
C3597_2005_8_29.n3,41.9957,-71.8822,0.6598837209302325,0.885,0.0,2
C3603_2005_8_29.n3,40.6913,-80.0795,0.7194767441860465,0.3425,0.0175,0
C3606_2005_8_29.n3,40.4583,-83.0817,0.7122093023255814,0.3975,0.0025,0
C3607_2005_8_29.n3,36.6452,-120.2537,0.8037790697674418,0.3125,0.0375,3
C3609_2005_8_29.n3,26.55,-82.01,0.7456395348837209,0.66,0.0575,1
C3615_2005_8_29.n3,40.7312,-73.3237,0.686046511627907,0.8125,0.0,2
C3616_2005_8_29.n3,17.72,-64.86,0.7354651162790697,0.6225,0.045,1
C3617_2005_8_29.n3,26.187,-98.2705,0.7906976744186046,0.425,0.065,0
C3618_2005_8_29.n3,33.3264,-117.2479,0.6816860465116279,0.605,0.0275,1
C3620_2005_8_29.n3,42.8443,-83.4147,0.6569767441860465,0.72,0.0,1
C3625_2005_8_29.n3,42.2933,-83.2687,0.7398255813953488,0.33,0.0375,0
C3626_2005_8_29.n3,39.9453,-81.9967,0.7063953488372093,0.4175,0.005,0
C3627_2005_8_29.n3,38.402,-122.8283,0.6468023255813954,0.5175,0.0175,0
C3628_2005_8_29.n3,38.44496,-122.68885,0.6656976744186046,0.4025,0.055,0
C3629_2005_8_29.n3,43.435,-88.1612,0.6642441860465116,0.55,0.0,1
C3631_2005_8_29.n3,40.24852,-124.1645,0.6976744186046512,0.375,0.045,0
C3632_2005_8_29.n3,26.5542,-81.9683,0.752906976744186,0.61,0.035,1
C3635_2005_8_29.n3,43.262,-97.3583,0.6996124031007751,0.4033333333333334,0.01,0
C3637_2005_8_29.n3,40.1,-88.2,0.7354651162790697,0.38,0.02,0
C3639_2005_8_29.n3,34.8945,-82.1322,0.7441860465116279,0.5425,0.03,0
C3640_2005_8_29.n3,30.6272,-97.5728,0.7383720930232558,0.5675,0.0525,1
C3642_2005_8_29.n3,45.2378,-85.3188,0.6627906976744186,0.61,0.04,1
C3648_2005_8_29.n3,39.0175,-77.1313,0.7049418604651163,0.6675,0.0,1
C3649_2005_8_29.n3,47.297,-91.2653,0.6351744186046512,0.58,0.005,1
C3655_2005_8_29.n3,34.61282,-82.13363,0.7267441860465116,0.62,0.0,1
C3658_2005_8_29.n3,38.97433,-94.66851,0.7136627906976744,0.5225,0.0,0
C3660_2005_8_29.n3,42.6259,-71.3369,0.6700581395348837,0.7925,0.0,2
C3665_2005_8_29.n3,33.8,-83.9,0.7093023255813954,0.6825,0.0,1
C3666_2005_8_29.n3,29.5,-81.2333,0.7252906976744186,0.6625,0.0225,1
C3667_2005_8_29.n3,39.4537,-88.2033,0.7093023255813954,0.55,0.0,1
C3668_2005_8_29.n3,39.0933,-104.6612,0.6133720930232558,0.365,0.1,0
C3669_2005_8_29.n3,33.2938,-84.6625,0.7020348837209303,0.775,0.005,1
C3675_2005_8_29.n3,32.1533,-93.6733,0.7369186046511628,0.635,0.07,1
C3682_2005_8_29.n3,30.4237,-97.6792,0.751453488372093,0.4275,0.02,0
C3690_2005_8_29.n3,42.6641,-70.9977,0.6598837209302325,0.8075,0.0025,2
C3691_2005_8_29.n3,32.5997,-89.992,0.75,0.62,0.035,1
C3698_2005_8_29.n3,32.5321,-97.2949,0.748546511627907,0.47750000000000004,0.0275,0
C3699_2005_8_29.n3,44.3088,-85.2625,0.6627906976744186,0.42,0.03,0
C3712_2005_8_29.n3,40.6803,-74.2338,0.6802325581395349,0.8,0.006666666666666666,2
C3715_2005_8_29.n3,37.3257,-121.9763,0.7093023255813954,0.28250000000000003,0.04,3
C3717_2005_8_29.n3,41.5547,-91.5338,0.7078488372093024,0.47750000000000004,0.0325,0
C3718_2005_8_29.n3,35.968,-77.9567,0.747093023255814,0.505,0.01,0
C3722_2005_8_29.n3,39.6697,-89.6878,0.7441860465116279,0.385,0.0525,0
C3724_2005_8_29.n3,38.4113,-122.8417,0.6395348837209303,0.53,0.02,0
C3725_2005_8_29.n3,42.7953,-73.8228,0.6526162790697674,0.9,0.005,2
C3728_2005_8_29.n3,29.8705,-98.1608,0.7703488372093023,0.4475,0.04,0
C3732_2005_8_29.n3,34.8918,-85.5702,0.7209302325581395,0.62,0.03,1
C3736_2005_8_29.n3,45.4213,-110.6983,0.7616279069767441,0.2,0.1125,3
C3738_2005_8_29.n3,47.6492,-117.0697,0.751453488372093,0.2,0.02,3
C3739_2005_8_29.n3,35.0588,-106.465,0.6802325581395349,0.2725,0.14,3
C3742_2005_8_29.n3,40.98,-91.3333,0.694186046511628,0.542,0.018000000000000002,0
C3744_2005_8_29.n3,39.6697,-104.8218,0.7107558139534884,0.19,0.02,3
C3746_2005_8_29.n3,36.11262,-115.05444,0.8430232558139534,0.075,0.0275,3
C3749_2005_8_29.n3,33.3947,-111.48,0.8386627906976744,0.14,0.0425,3
C3750_2005_8_29.n3,42.8747,-71.1754,0.6671511627906976,0.7925,0.0025,2
C3754_2005_8_29.n3,38.3513,-76.625,0.690406976744186,0.8125,0.0,2
C3758_2005_8_29.n3,34.1675,-118.2272,0.7296511627906976,0.40750000000000003,0.0175,0
C3759_2005_8_29.n3,38.6978,-121.1892,0.7906976744186046,0.23,0.02,3
C3762_2005_8_29.n3,31.5805,-98.2212,0.7151162790697674,0.63,0.03,1
C3765_2005_8_29.n3,33.4675,-111.9592,0.8604651162790697,0.1,0.0325,3
C3766_2005_8_29.n3,38.8447,-77.455,0.7238372093023255,0.585,0.0025,1
C3768_2005_8_29.n3,45.89818,-86.54862,0.6569767441860465,0.6425,0.025,1
C3771_2005_8_29.n3,28.1008,-82.7295,0.7180232558139534,0.735,0.0525,1
C3773_2005_8_29.n3,43.1137,-88.4425,0.6758720930232558,0.505,0.025,0
C3777_2005_8_29.n3,37.0887,-76.4207,0.7034883720930233,0.7375,0.03,1
C3778_2005_8_29.n3,41.9601,-88.4228,0.6787790697674418,0.505,0.01,0
C3782_2005_8_29.n3,35.6167,-78.8013,0.7311046511627907,0.6275000000000001,0.0,1
C3783_2005_8_29.n3,39.2395,-76.7078,0.7131782945736435,0.61,0.0,1
C3784_2005_8_29.n3,34.7112,-76.7457,0.7165697674418604,0.8,0.0475,2
C3786_2005_8_29.n3,33.7817,-118.3613,0.7093023255813954,0.4375,0.005,0
C3790_2005_8_29.n3,43.6675,-70.3512,0.6337209302325582,0.9,0.02,2
C3791_2005_8_29.n3,39.1913,-77.277,0.7078488372093024,0.6575,0.0,1
C3793_2005_8_29.n3,28.12865,-82.7708,0.75,0.6950000000000001,0.015,1
C3796_2005_8_29.n3,37.3208,-119.5627,0.7267441860465116,0.39,0.0,0
C3798_2005_8_29.n3,45.5072,-122.593,0.6584302325581395,0.5975,0.0125,1
C3800_2005_8_29.n3,42.407,-83.4288,0.7209302325581395,0.40750000000000003,0.11,0
C3802_2005_8_29.n3,30.4714,-89.18900000000001,0.689922480620155,0.8933333333333333,0.04333333333333333,2
C3803_2005_8_29.n3,42.267,-70.831,0.6686046511627907,0.6825,0.0,1
C3804_2005_8_29.n3,43.6383,-83.9013,0.6976744186046512,0.4375,0.02,0
C3805_2005_8_29.n3,42.9732,-86.2225,0.6627906976744186,0.68,0.0,1
C3806_2005_8_29.n3,42.15019,-76.65374,0.6656976744186046,0.72,0.0225,1
C3808_2005_8_29.n3,45.4262,-117.2678,0.7325581395348837,0.115,0.0725,3
C3809_2005_8_29.n3,36.2428,-115.1242,0.8502906976744186,0.1,0.015,3
C3810_2005_8_29.n3,43.0153,-86.1675,0.6816860465116279,0.5025000000000001,0.005,0
C3812_2005_8_29.n3,45.4097,-122.6688,0.6933139534883721,0.3725,0.02,0
C3813_2005_8_29.n3,42.2712,-83.3575,0.7311046511627907,0.3575,0.0525,0
C3815_2005_8_29.n3,40.916,-74.6825,0.6395348837209303,0.9500000000000001,0.0,2
C3816_2005_8_29.n3,38.9375,-77.3125,0.6962209302325582,0.7975,0.0,2
C3817_2005_8_29.n3,46.3388,-67.886,0.6511627906976744,0.74,0.06,1
C3819_2005_8_29.n3,50.5322,-103.672,0.6918604651162791,0.3225,0.02,0
C3821_2005_8_29.n3,39.73467,-105.07917,0.6976744186046512,0.1875,0.0,3
C3822_2005_8_29.n3,39.1332,-89.4972,0.7412790697674418,0.37,0.015,0
C3828_2005_8_29.n3,40.6515,-97.275,0.6686046511627907,0.5825,0.03,1
C3833_2005_8_29.n3,42.8747,-77.4408,0.7078488372093024,0.46,0.0175,0
C3837_2005_8_29.n3,30.247,-82.12,0.7005813953488372,0.9025,0.0225,2
C3842_2005_8_29.n3,27.8162,-81.8045,0.6947674418604651,0.85,0.0,2
C3843_2005_8_29.n3,28.0597,-81.5583,0.6947674418604651,0.895,0.0,2
C3844_2005_8_29.n3,42.7425,-93.2027,0.6875,0.5925,0.0025,1
C3846_2005_8_29.n3,33.3333,-112.4167,0.8575581395348837,0.11750000000000001,0.02,3
C3848_2005_8_29.n3,43.298,-100.622,0.7180232558139534,0.28,0.0,3
C3857_2005_8_29.n3,42.0513,-122.5819,0.6584302325581395,0.23750000000000002,0.03,3
C3863_2005_8_29.n3,29.8055,-95.8283,0.7703488372093023,0.525,0.0075,0
C3867_2005_8_29.n3,38.1425,-97.4658,0.6656976744186046,0.785,0.045,2
C3868_2005_8_29.n3,42.7252,-71.2013,0.6802325581395349,0.74,0.0,1
C3870_2005_8_29.n3,34.0627,-77.9134,0.7049418604651163,0.765,0.075,1
C3871_2005_8_29.n3,42.4783,-83.1825,0.7296511627906976,0.365,0.0,0
C3873_2005_8_29.n3,35.1105,-106.737,0.6816860465116279,0.28,0.0575,3
C3882_2005_8_29.n3,43.8005,-90.0733,0.6802325581395349,0.47750000000000004,0.0075,0
C3884_2005_8_29.n3,37.962,-122.0078,0.7732558139534883,0.2175,0.0275,3
C3885_2005_8_29.n3,42.0727,-124.3133,0.5683139534883721,0.845,0.0425,2
C3887_2005_8_29.n3,29.9265,-95.17,0.75,0.6075,0.01,1
C3900_2005_8_29.n3,39.2808,-76.8051,0.7034883720930233,0.75,0.0025,1
C3904_2005_8_29.n3,41.665,-86.5062,0.6976744186046512,0.53,0.036000000000000004,0
C3907_2005_8_29.n3,40.9138,-85.9238,0.7412790697674418,0.34500000000000003,0.0225,0
C3908_2005_8_29.n3,34.4532,-84.5286,0.7238372093023255,0.6175,0.015,1
C3911_2005_8_29.n3,39.3525,-94.3561,0.7354651162790697,0.5475,0.01,0
C3916_2005_8_29.n3,29.83401,-90.00317,0.6947674418604651,0.895,0.095,2
C3917_2005_8_29.n3,33.9077,-117.7837,0.7369186046511628,0.4225,0.0025,0
C3920_2005_8_29.n3,39.5712,-119.7162,0.7456395348837209,0.11,0.025,3
C3921_2005_8_29.n3,42.6978,-83.0505,0.7223837209302325,0.3,0.03,3
C3924_2005_8_29.n3,28.65072,-81.33895,0.7325581395348837,0.745,0.0075,1
C3925_2005_8_29.n3,42.5292,-71.2237,0.6686046511627907,0.8125,0.0,2
C3926_2005_8_29.n3,43.2638,-74.9805,0.6656976744186046,0.71,0.04,1
